Age,Gender,AnnualIncome,SpendingScore,PurchaseHistory,MembershipDuration,FeedbackScore,ChurnIndicator,Age_Standardized,AnnualIncome_Standardized,SpendingScore_Standardized,PurchaseHistory_Standardized,MembershipDuration_Standardized,FeedbackScore_Standardized,Age_Normalized,AnnualIncome_Normalized,SpendingScore_Normalized,PurchaseHistory_Normalized,MembershipDuration_Normalized,FeedbackScore_Normalized
67,Male,103949,59,15,6,6,0,1.571838900218935,1.15041401809785,0.29853575405435934,0.9850723692971269,0.36307994570058877,0.42890604347686917,0.9607843137254902,0.8216883304930886,0.5918367346938775,0.7777777777777777,0.625,0.625
65,Male,68999,91,4,5,4,1,1.4358372648982398,-0.21831218125911872,1.4003978220750626,-1.0773174408034436,-0.019915777612268423,-0.3661005245988848,0.9215686274509803,0.43240774774172713,0.9183673469387754,0.16666666666666666,0.5,0.375
69,Female,85324,95,14,3,1,0,1.7078405355396302,0.4210141479111964,1.5381305805776504,0.7975823865607115,-0.7859072242379828,-1.558610376712516,1.0,0.6142390929038439,0.9591836734693877,0.7222222222222221,0.25,0.0
33,Female,61224,62,1,4,8,0,-0.7401889002328835,-0.5227999123034801,0.40183532293130025,-1.63978738901269,-0.4029115009251256,1.223912611552623,0.2941176470588236,0.34580813312393494,0.6224489795918366,0.0,0.375,0.875
32,Male,78289,59,1,8,6,0,-0.8081897178932311,0.14550659962861343,0.29853575405435934,-1.63978738901269,1.1290713923263032,0.42890604347686917,0.27450980392156865,0.5358817567191276,0.5918367346938775,0.0,0.875,0.625
60,Male,49762,39,8,7,1,0,1.0958331765965017,-0.9716794458379457,-0.3901280384585802,-0.32735750985778156,0.7460756690134459,-1.558610376712516,0.823529411764706,0.2181419231240463,0.38775510204081626,0.38888888888888884,0.75,0.0
39,Female,66962,46,7,2,3,0,-0.3321839942707979,-0.2980860086722845,-0.14909571107905134,-0.514847492594197,-1.16890294755084,-0.7636038086367618,0.4117647058823529,0.4097192056225705,0.4591836734693877,0.33333333333333326,0.125,0.25
68,Female,35785,71,6,7,1,0,1.6398397178792825,-1.5190524383533206,0.7117340295621231,-0.7023374753306125,0.7460756690134459,-1.558610376712516,0.9803921568627451,0.06246310466579791,0.7142857142857142,0.2777777777777778,0.75,0.0
20,Female,87435,61,14,9,7,0,-1.6241995298174023,0.50368599360054,0.3674021333056533,0.7975823865607115,1.5120671156391603,0.8264093275147462,0.03921568627450983,0.6377518628663081,0.6122448979591836,0.7222222222222221,1.0,0.75
30,Female,58964,75,9,2,8,0,-0.9441913532139263,-0.611306956954317,0.8494667880647109,-0.13986752712136605,-1.16890294755084,1.223912611552623,0.23529411764705888,0.3206357692607567,0.7551020408163265,0.4444444444444444,0.125,0.875
40,Female,63700,59,11,7,4,0,-0.2641831766104503,-0.42583378727893495,0.29853575405435934,0.23511243835146495,0.7460756690134459,-0.3661005245988848,0.43137254901960786,0.3733863512324434,0.5918367346938775,0.5555555555555555,0.75,0.375
33,Female,90235,52,2,9,4,0,-0.7401889002328835,0.6133407391856477,0.05750342667483051,-1.4522974062762746,1.5120671156391603,-0.3661005245988848,0.2941176470588236,0.6689388623428119,0.520408163265306,0.05555555555555555,1.0,0.375
22,Female,54294,45,11,9,8,0,-1.4881978944967071,-0.7941954076266216,-0.18352890070469832,0.23511243835146495,1.5120671156391603,1.223912611552623,0.07843137254901966,0.26862030941958764,0.44897959183673464,0.5555555555555555,1.0,0.875
19,Male,84092,28,5,5,9,0,-1.69220034747775,0.372766059853749,-0.7688931243406969,-0.889827458067028,-0.019915777612268423,1.6214158955905003,0.019607843137254943,0.600516813134182,0.2755102040816326,0.22222222222222224,0.5,1.0
25,Female,71711,73,11,1,8,0,-1.2841954415156644,-0.11210372767811445,0.780600408813417,0.23511243835146495,-1.551898670863697,1.223912611552623,0.13725490196078433,0.46261458437754094,0.7346938775510203,0.5555555555555555,0.0,0.875
21,Female,113663,26,19,5,7,0,-1.5561987121570549,1.5308376604598983,-0.8377595035919908,1.735032300242789,-0.019915777612268423,0.8264093275147462,0.05882352941176472,0.9298849422483599,0.2551020408163265,1.0,0.5,0.75
49,Male,73208,10,7,4,5,0,0.34782418233267814,-0.05347760119921941,-1.3886905376023424,-0.514847492594197,-0.4029115009251256,0.03140275943899218,0.607843137254902,0.47928849088337183,0.09183673469387754,0.33333333333333326,0.375,0.5
58,Male,39659,3,3,9,1,0,0.9598315412758065,-1.3673372653544966,-1.6297228649818714,-1.264807423539859,1.5120671156391603,-1.558610376712516,0.7843137254901961,0.10561254608436088,0.020408163265306124,0.1111111111111111,1.0,0.0
62,Female,61524,56,6,8,5,0,1.231834811917197,-0.5110511895622186,0.1952361851774184,-0.7023374753306125,1.1290713923263032,0.03140275943899218,0.8627450980392156,0.3491495973535604,0.5612244897959183,0.2777777777777778,0.875,0.5
45,Male,86279,64,4,4,7,0,0.07582091169128771,0.4584142486375456,0.4707017021825942,-1.0773174408034436,-0.4029115009251256,0.8264093275147462,0.5294117647058824,0.6248760873681514,0.6428571428571428,0.16666666666666666,0.375,0.75
26,Female,61042,1,3,7,5,0,-1.2161946238553167,-0.5299274707665121,-1.6985892442331652,-1.264807423539859,0.7460756690134459,0.03140275943899218,0.1568627450980392,0.3437809781579622,0.0,0.1111111111111111,0.75,0.5
63,Female,96811,89,3,1,5,0,1.2998356295775446,0.8708727416741004,1.3315314428237686,-1.264807423539859,-1.551898670863697,0.03140275943899218,0.8823529411764707,0.7421837582562012,0.8979591836734693,0.1111111111111111,0.0,0.5
24,Male,72169,57,2,4,6,0,-1.352196259176012,-0.09416734429312185,0.22966937480306537,-1.4522974062762746,-0.4029115009251256,0.42890604347686917,0.11764705882352944,0.4677158864347691,0.5714285714285714,0.05555555555555555,0.375,0.625
57,Male,69910,97,18,9,3,0,0.8918307236154589,-0.1826352265348212,1.6069969598289444,1.5475423175063734,1.5120671156391603,-0.7636038086367618,0.7647058823529412,0.44255466078568967,0.9795918367346937,0.9444444444444444,1.0,0.25
51,Male,58983,56,16,8,7,0,0.48382581765337335,-0.6105628711807037,0.1952361851774184,1.1725623520335424,1.1290713923263032,0.8264093275147462,0.6470588235294118,0.320847395328633,0.5612244897959183,0.8333333333333333,0.875,0.75
46,Female,95763,23,7,8,9,0,0.1438217293516353,0.8298305368979602,-0.9410590724689317,-0.514847492594197,1.1290713923263032,1.6214158955905003,0.5490196078431373,0.7305109098807097,0.22448979591836732,0.33333333333333326,0.875,1.0
50,Male,66496,2,18,1,6,0,0.41582499999302575,-0.3163356913303774,-1.6641560546075183,1.5475423175063734,-1.551898670863697,0.42890604347686917,0.6274509803921569,0.4045287978525524,0.01020408163265306,0.9444444444444444,0.0,0.625
62,Male,65479,37,15,9,6,0,1.231834811917197,-0.35616386142325407,-0.4589944177098741,0.9850723692971269,1.5120671156391603,0.42890604347686917,0.8627450980392156,0.39320123411412217,0.36734693877551017,0.7777777777777777,1.0,0.625
24,Male,102871,39,17,6,9,0,-1.352196259176012,1.1081969410475834,-0.3901280384585802,1.360052334769958,0.36307994570058877,1.6214158955905003,0.11764705882352944,0.8096813356946346,0.38775510204081626,0.8888888888888888,0.625,1.0
39,Female,85819,37,9,4,1,0,-0.3321839942707979,0.4403995404342779,-0.4589944177098741,-0.13986752712136605,-0.4029115009251256,-1.558610376712516,0.4117647058823529,0.6197525088827258,0.36734693877551017,0.4444444444444444,0.375,0.0
26,Female,81409,50,15,9,8,0,-1.2161946238553167,0.2676933161377334,-0.011362952576463444,0.9850723692971269,1.5120671156391603,1.223912611552623,0.1568627450980392,0.570632984707232,0.5,0.7777777777777777,1.0,0.875
52,Female,77720,1,4,4,7,0,0.5518266353137209,0.12322318882935406,-1.6985892442331652,-1.0773174408034436,-0.4029115009251256,0.8264093275147462,0.6666666666666666,0.5295441128969383,0.0,0.16666666666666666,0.375,0.75
18,Male,107099,33,16,9,9,0,-1.7602011651380975,1.273775606881096,-0.596727176212462,1.1725623520335424,1.5120671156391603,1.6214158955905003,0.0,0.8567737049041557,0.32653061224489793,0.8333333333333333,1.0,1.0
31,Female,47227,36,7,8,5,1,-0.8761905355535787,-1.0709561530016056,-0.4934276073355211,-0.514847492594197,1.1290713923263032,0.03140275943899218,0.2549019607843137,0.18990655038371146,0.3571428571428571,0.33333333333333326,0.875,0.5
57,Female,77954,52,12,8,4,0,0.8918307236154589,0.13238719256753806,0.05750342667483051,0.42260242108788043,1.1290713923263032,-0.3661005245988848,0.7647058823529412,0.5321504549960461,0.520408163265306,0.611111111111111,0.875,0.375
28,Male,103074,2,13,5,6,0,-1.0801929885346215,1.1161469101025037,-1.6641560546075183,0.610092403824296,-0.019915777612268423,0.42890604347686917,0.1960784313725491,0.8119423931566812,0.01020408163265306,0.6666666666666666,0.5,0.625
52,Male,108591,56,3,5,6,0,0.5518266353137209,1.3322059213143034,0.1952361851774184,-1.264807423539859,-0.019915777612268423,0.42890604347686917,0.6666666666666666,0.8733919203394929,0.5612244897959183,0.1111111111111111,0.5,0.625
57,Female,53211,58,17,5,9,1,0.8918307236154589,-0.8366082967225756,0.2641025644287123,1.360052334769958,-0.019915777612268423,1.6214158955905003,0.7647058823529412,0.2565576235506399,0.5816326530612245,0.8888888888888888,0.5,1.0
49,Female,102887,76,11,6,3,0,0.34782418233267814,1.108823539593784,0.8838999776903579,0.23511243835146495,0.36307994570058877,-0.7636038086367618,0.607843137254902,0.8098595471202148,0.7653061224489796,0.5555555555555555,0.625,0.25
24,Male,51090,78,11,8,2,0,-1.352196259176012,-0.9196717665032947,0.9527663569416518,0.23511243835146495,1.1290713923263032,-1.1611070926746387,0.11764705882352944,0.23293347144718818,0.7857142857142856,0.5555555555555555,0.875,0.125
66,Male,96540,45,15,8,5,0,1.5038380825585873,0.8602597287978275,-0.18352890070469832,0.9850723692971269,1.1290713923263032,0.03140275943899218,0.9411764705882354,0.7391653022354396,0.44897959183673464,0.7777777777777777,0.875,0.5
44,Female,70507,84,14,7,9,0,0.00782009403094011,-0.15925526827971076,1.1593654946955336,0.7975823865607115,0.7460756690134459,1.6214158955905003,0.5098039215686275,0.4492041746026442,0.846938775510204,0.7222222222222221,0.75,1.0
27,Male,41215,92,8,8,4,0,-1.1481938061949692,-1.306400556736487,1.4348310117007095,-0.32735750985778156,1.1290713923263032,-0.3661005245988848,0.17647058823529416,0.12294360722201803,0.9285714285714285,0.38888888888888884,0.875,0.375
56,Female,66857,21,18,7,5,0,0.8238299059551113,-0.3021980616317261,-1.0099254517202256,1.5475423175063734,0.7460756690134459,0.03140275943899218,0.7450980392156864,0.40854969314220163,0.2040816326530612,0.9444444444444444,0.75,0.5
23,Male,106999,26,8,5,3,0,-1.4201970768363597,1.269859365967342,-0.8377595035919908,-0.32735750985778156,-0.019915777612268423,-0.7636038086367618,0.09803921568627455,0.8556598834942806,0.2551020408163265,0.38888888888888884,0.5,0.25
41,Female,35722,26,6,2,1,1,-0.1961823589501027,-1.5215196701289855,-0.8377595035919908,-0.7023374753306125,-1.16890294755084,-1.558610376712516,0.4509803921568628,0.06176139717757656,0.2551020408163265,0.2777777777777778,0.125,0.0
30,Male,32922,12,19,1,5,1,-0.9441913532139263,-1.6311744157140933,-1.3198241583510484,1.735032300242789,-1.551898670863697,0.03140275943899218,0.23529411764705888,0.03057439770107262,0.11224489795918367,1.0,0.0,0.5
26,Male,97229,2,12,3,5,1,-1.2161946238553167,0.8872426286935916,-1.6641560546075183,0.42260242108788043,-0.7859072242379828,0.03140275943899218,0.1568627450980392,0.7468395317494794,0.01020408163265306,0.611111111111111,0.25,0.5
36,Male,97097,45,6,5,9,0,-0.5361864472518407,0.8820731906874365,-0.18352890070469832,-0.7023374753306125,-0.019915777612268423,1.6214158955905003,0.3529411764705882,0.7453692874884441,0.44897959183673464,0.2777777777777778,0.5,1.0
19,Female,65892,1,11,8,7,0,-1.69220034747775,-0.33998978644945066,-1.6985892442331652,0.23511243835146495,1.1290713923263032,0.8264093275147462,0.019607843137254943,0.3978013165369065,0.0,0.5555555555555555,0.875,0.75
65,Female,113310,22,6,8,2,0,1.4358372648982398,1.5170133300343474,-0.9754922620945787,-0.7023374753306125,1.1290713923263032,-1.1611070926746387,0.9215686274509803,0.9259531526715006,0.21428571428571425,0.2777777777777778,0.875,0.125
61,Male,35536,54,8,2,5,1,1.1638339942568494,-1.5288038782285678,0.12636980592612446,-0.32735750985778156,-1.16890294755084,0.03140275943899218,0.8431372549019608,0.0596896893552088,0.5408163265306122,0.38888888888888884,0.125,0.5
18,Female,111409,45,9,7,5,0,-1.7602011651380975,1.4425655902638868,-0.18352890070469832,-0.13986752712136605,0.7460756690134459,0.03140275943899218,0.0,0.9047794076697742,0.44897959183673464,0.4444444444444444,0.75,0.5
46,Female,87610,43,16,9,4,0,0.1438217293516353,0.5105394151996092,-0.25239527995599226,1.1725623520335424,1.5120671156391603,-0.3661005245988848,0.5490196078431373,0.6397010503335896,0.42857142857142855,0.8333333333333333,1.0,0.375
26,Male,102883,31,8,4,9,0,-1.2161946238553167,1.1086668899572338,-0.665593555463756,-0.32735750985778156,-0.4029115009251256,1.6214158955905003,0.1568627450980392,0.8098149942638198,0.3061224489795918,0.38888888888888884,0.375,1.0
31,Male,87992,57,11,1,8,1,-0.8761905355535787,0.525499455490149,0.22966937480306537,0.23511243835146495,-1.551898670863697,1.223912611552623,0.2549019607843137,0.6439558481193126,0.5714285714285714,0.5555555555555555,0.0,0.875
19,Male,76431,44,4,9,9,0,-1.69220034747775,0.072742843451067,-0.2179620903303453,-1.0773174408034436,1.5120671156391603,1.6214158955905003,0.019607843137254943,0.5151869549236476,0.43877551020408156,0.16666666666666666,1.0,1.0
45,Female,75423,54,11,2,1,1,0.07582091169128771,0.03326713504042825,0.12636980592612446,0.23511243835146495,-1.16890294755084,-1.558610376712516,0.5294117647058824,0.5039596351121061,0.5408163265306122,0.5555555555555555,0.125,0.0
39,Male,110349,27,8,9,3,0,-0.3321839942707979,1.401053436578096,-0.8033263139663439,-0.32735750985778156,1.5120671156391603,-0.7636038086367618,0.4117647058823529,0.8929729007250977,0.26530612244897955,0.38888888888888884,1.0,0.25
51,Male,43858,43,18,1,7,0,0.48382581765337335,-1.2028943093859727,-0.25239527995599226,1.5475423175063734,-1.551898670863697,0.8264093275147462,0.6470588235294118,0.15238190708501803,0.42857142857142855,0.9444444444444444,0.0,0.75
67,Female,112903,33,18,7,3,0,1.571838900218935,1.5010742295153692,-0.596727176212462,1.5475423175063734,0.7460756690134459,-0.7636038086367618,0.9607843137254902,0.9214198995333089,0.32653061224489793,0.9444444444444444,0.75,0.25
39,Male,103024,99,3,2,3,1,-0.3321839942707979,1.1141887896456268,1.6758633390802382,-1.264807423539859,-1.16890294755084,-0.7636038086367618,0.4117647058823529,0.8113854824517437,0.9999999999999999,0.1111111111111111,0.125,0.25
45,Male,112052,69,5,5,2,0,0.07582091169128771,1.4677470193393238,0.642867650310829,-0.889827458067028,-0.019915777612268423,-1.1611070926746387,0.5294117647058824,0.9119412793352715,0.693877551020408,0.22222222222222224,0.5,0.125
69,Female,72081,19,13,3,8,0,1.7078405355396302,-0.09761363629722523,-1.0787918309715196,0.610092403824296,-0.7859072242379828,1.223912611552623,1.0,0.46673572359407894,0.18367346938775508,0.6666666666666666,0.25,0.875
18,Female,71859,57,16,5,4,0,-1.7602011651380975,-0.10630769112575877,0.22966937480306537,1.1725623520335424,-0.019915777612268423,-0.3661005245988848,0.0,0.46426304006415614,0.5714285714285714,0.8333333333333333,0.5,0.375
65,Female,48360,27,7,1,5,0,1.4358372648982398,-1.0265851434487747,-0.8033263139663439,-0.514847492594197,-1.551898670863697,0.03140275943899218,0.9215686274509803,0.2025261469575968,0.26530612244897955,0.33333333333333326,0.0,0.5
36,Female,88593,60,17,2,7,1,-0.5361864472518407,0.5490360633818095,0.3329689436800063,1.360052334769958,-1.16890294755084,0.8264093275147462,0.3529411764705882,0.6506499147926621,0.6020408163265305,0.8888888888888888,0.125,0.75
36,Female,86704,15,6,4,3,0,-0.5361864472518407,0.4750582725209994,-1.2165245894741075,-0.7023374753306125,-0.4029115009251256,-0.7636038086367618,0.3529411764705882,0.6296098283601208,0.14285714285714282,0.2777777777777778,0.375,0.25
60,Male,78973,81,10,9,5,0,1.0958331765965017,0.17229368747868973,1.0560659258185927,0.04762245561504946,1.5120671156391603,0.03140275943899218,0.823529411764706,0.5435002951626737,0.8163265306122448,0.5,1.0,0.5
56,Male,74077,89,4,9,1,1,0.8238299059551113,-0.0194454676586985,1.3315314428237686,-1.0773174408034436,1.5120671156391603,-1.558610376712516,0.7450980392156864,0.48896759893518676,0.8979591836734693,0.16666666666666666,1.0,0.0
25,Male,45860,33,5,5,1,0,-1.2841954415156644,-1.1244911662926207,-0.596727176212462,-0.889827458067028,-0.019915777612268423,-1.558610376712516,0.13725490196078433,0.1746806117107183,0.32653061224489793,0.22222222222222224,0.5,0.0
62,Female,30562,32,13,8,6,0,1.231834811917197,-1.7235977012786838,-0.631160365838109,0.610092403824296,1.1290713923263032,0.42890604347686917,0.8627450980392156,0.0042882124280193,0.31632653061224486,0.6666666666666666,0.875,0.625
26,Female,50997,46,3,1,1,0,-1.2161946238553167,-0.9233138705530858,-0.14909571107905134,-1.264807423539859,-1.551898670863697,-1.558610376712516,0.1568627450980392,0.2318976175360043,0.4591836734693877,0.1111111111111111,0.0,0.0
27,Female,93504,37,19,3,1,1,-1.1481938061949692,0.7413626546562608,-0.4589944177098741,1.735032300242789,-0.7859072242379828,-1.558610376712516,0.17647058823529416,0.7053496842316302,0.36734693877551017,1.0,0.25,0.0
31,Female,111047,15,7,5,5,0,-0.8761905355535787,1.4283887981560979,-1.2165245894741075,-0.514847492594197,-0.019915777612268423,0.03140275943899218,0.2549019607843137,0.9007473741660261,0.14285714285714282,0.33333333333333326,0.5,0.5
46,Male,58415,42,14,3,3,0,0.1438217293516353,-0.6328071195708256,-0.28682846958163927,0.7975823865607115,-0.7859072242379828,-0.7636038086367618,0.5490196078431373,0.3145208897205422,0.4183673469387755,0.7222222222222221,0.25,0.25
26,Female,107709,41,6,1,8,0,-1.2161946238553167,1.2976646764549944,-0.3212616592072862,-0.7023374753306125,-1.551898670863697,1.223912611552623,0.1568627450980392,0.8635680155043941,0.4081632653061224,0.2777777777777778,0.0,0.875
46,Male,73505,15,7,6,9,1,0.1438217293516353,-0.04184636568537049,-1.2165245894741075,-0.514847492594197,0.36307994570058877,1.6214158955905003,0.5490196078431373,0.48259654047070094,0.14285714285714282,0.33333333333333326,0.625,1.0
30,Male,77854,50,15,3,7,1,-0.9441913532139263,0.1284709516537842,-0.011362952576463444,0.9850723692971269,-0.7859072242379828,0.8264093275147462,0.23529411764705888,0.5310366335861709,0.5,0.7777777777777777,0.25,0.75
